C. Autónoma,Provincia,Tipo de inmueble,Direccion,m2,Habitaciones,Precio
Castilla y León,Palencia,Piso,Calle Antonio Alamo Salazar 12,80,2,145000
Castilla y León,Palencia,Piso,Avenida de Casado del Alisal s/n,110,3,82500
Castilla y León,Palencia,Piso,Calle Romanceros 5,16,3,165000
Castilla y León,Palencia,Piso,Avenida San Telmo 11,215,6,114000
Castilla y León,Palencia,Piso,Calle de Clara Campoamor 15,101,3,140000
Castilla y León,Palencia,Chalet,Calle Soria 13,105,3,111000
Castilla y León,Palencia,Piso,Avenida Manuel Rivera 3,159,4,360000
Castilla y León,Palencia,Piso,Calle Caracas s/n,86,3,114000
Castilla y León,Palencia,Piso,Calle Mayor Principal,147,4,550000
Castilla y León,Palencia,Piso,Calle las Candelas,193,5,52250
Castilla y León,Palencia,Piso,Calle Guzman el Bueno,69,2,135000
Castilla y León,Palencia,Piso,Echegaray,97,3,89000
Castilla y León,Palencia,Piso,Avenida Brasilia,108,3,120000
Castilla y León,Palencia,Piso,Puente El 1,190,5,125000
Castilla y León,Palencia,Piso,Avenida Santander,6,4,104000
Castilla y León,Palencia,Piso,Avenida de Madrid,155,3,138000
Castilla y León,Palencia,Piso,Candelas,109,3,90000
Castilla y León,Palencia,Chalet,Calle Mayor,180,5,27000
Castilla y León,Palencia,Piso,Urbanizacion Virgen del Milagro,89,3,110000
Castilla y León,Palencia,Chalet,Real 31,127,4,55000
Castilla y León,Palencia,Piso,Avenida Santander,207,6,130625
Castilla y León,Palencia,Casa Rural,Grijota,119,3,90000
Castilla y León,Palencia,Piso,Calle Mayor Antigua,94,3,99500
Castilla y León,Palencia,Chalet,Urbanizacion Jardin de la Pinilla,501,1,132000
Castilla y León,Palencia,Chalet,Carretas,800,4,250000
Castilla y León,Palencia,Piso,avila,83,3,127000
Castilla y León,Palencia,Piso,Urbanizacion Ciudad del Golf,90,3,110000
Castilla y León,Palencia,Piso,Calle Primera Universidad de Espana,83,3,49000
Castilla y León,Palencia,Piso,Paseo del Otero,87,3,49500
Castilla y León,Palencia,Piso,Primero de Junio,53,3,75000
Castilla y León,Palencia,Chalet,Barrio Estacion B E 2,34,2,110000
Castilla y León,Palencia,Piso,republica dominicana,144,4,140000
Castilla y León,Palencia,Chalet,Calle Mercedes Junco Calderon,19,4,449000
Castilla y León,Palencia,Chalet,Avenida Palencia,230,3,199000
Castilla y León,Palencia,Chalet,La Iglesia 14,72,2,139000
Castilla y León,Palencia,Piso,San Miguel,80,2,40000
Castilla y León,Palencia,Piso,8 de marzo,83,3,79000
Castilla y León,Palencia,Piso,Calle los Templarios,86,3,129000
Castilla y León,Palencia,Piso,Calle de Lola de la Fuente,108,3,160000
Castilla y León,Palencia,Chalet,Carretera del Monte,10751,7,210000
Castilla y León,Palencia,Piso,Francisco Pizarro,153,4,99000
Castilla y León,Palencia,Piso,Echegaray,81,3,89000
Castilla y León,Palencia,Piso,Calle Padilla,129,4,55290
Castilla y León,Palencia,Piso,Avenida Santander,6,4,104000
Castilla y León,Palencia,Piso,Calle los Templarios,104,3,129000
Castilla y León,Palencia,Piso,Calle las Candelas,174,5,52250
Castilla y León,Palencia,Piso,Candelas,118,3,90000
Castilla y León,Palencia,Piso,Calle Don Sancho,84,3,242000
Castilla y León,Palencia,Casa Rural,Grijota,93,3,90000
Castilla y León,Palencia,Piso,Calle Primera Universidad de Espana,96,3,49000
Castilla y León,Palencia,Chalet,Avenida Palencia,230,3,199000
Castilla y León,Palencia,Piso,San Jose,99,3,59900
Castilla y León,Palencia,Piso,Olmillos,104,3,84000
Castilla y León,Palencia,Chalet,PP-1223,329,8,81700
Castilla y León,Palencia,Chalet,Barrio Estacion B E 2,34,2,110000
Castilla y León,Palencia,Piso,Avenida Brasilia,118,3,120000
Castilla y León,Palencia,Chalet,Calle Castellares,6200,10,355000
Castilla y León,Palencia,Piso,Calle Republica Dominicana 21,82,3,150000
Castilla y León,Palencia,Piso,urbanizacion castillo,119,3,85000
Castilla y León,Palencia,Piso,Valladolid,84,3,95000
Castilla y León,Palencia,Piso,Avenida Cuba 30,99,3,199900
Castilla y León,Palencia,Chalet,Camino de los Hoyos,9850,4,450000
Castilla y León,Palencia,Piso,Calle San Isidro 1,94,3,60000
Castilla y León,Palencia,Piso,Isaac Albeniz,117,3,200000
Castilla y León,Palencia,Casa Rural,Mayor 12,192,5,99000
Castilla y León,Palencia,Piso,Calle Menendez Pelayo,130,4,220000
Castilla y León,Palencia,Atico,Calle Don Miro 1,35,4,240000
Castilla y León,Palencia,Duplex,Calle Mayor Antigua,133,4,134900
Castilla y León,Palencia,Piso,Paseo del Otero,111,3,75000
Castilla y León,Palencia,Piso,Avenida Cuba 30,85,3,200400
Castilla y León,Palencia,Piso,Ocho de Marzo,63,2,88000
Castilla y León,Palencia,Piso,Jardines,90,3,173000
Castilla y León,Palencia,Casa Rural,Calle el Oteruelo 91,11057,3,148000
Castilla y León,Palencia,Casa Rural,Plaza Espana,179,5,50000
Castilla y León,Palencia,Piso,Avenida Simon Nieto,93,3,74000
Castilla y León,Palencia,Piso,Miguel de Unamuno,61,2,104000
Castilla y León,Palencia,Piso,Castilla,112,3,99000
Castilla y León,Palencia,Piso,Calle Avila,106,3,125000
Castilla y León,Palencia,Piso,Calle Juan Ramon Jimenez,150,5,190000
Castilla y León,Palencia,Chalet,Urbanizacion Jardin de la Pinilla,85,3,246000
Castilla y León,Palencia,Chalet,Calle SANTO TORIBIO 20,406,10,230000
Castilla y León,Palencia,Piso,Republica Dominicana,104,3,125000
Castilla y León,Palencia,Duplex,Paseo del Salon 5,140,3,420000
Castilla y León,Palencia,Chalet,Espana,359,3,190000
Castilla y León,Palencia,Piso,valentin calderon,129,4,200000
Castilla y León,Palencia,Chalet,Ojeda,320,4,169900
Castilla y León,Palencia,Casa Rural,Revilla de Santullan s/n CarreteraPorqueraSalinas,208,6,99000
Castilla y León,Palencia,Piso,Labrador,94,3,155000
Castilla y León,Palencia,Piso,Avenida Cuba 30,85,3,194900
Castilla y León,Palencia,Piso,Avenida Cuba 30,114,3,200400
Castilla y León,Palencia,Casa Rural,Calle Mediodia 8,196,5,58900
Castilla y León,Palencia,Chalet,Calle Casimiro Junco,71,2,235000
Castilla y León,Palencia,Piso,Calle Republica Dominicana 21,111,3,150000
Castilla y León,Palencia,Duplex,Calle Mayor Antigua,121,4,134900
Castilla y León,Palencia,Casa Rural,Plaza Espana,198,5,50000
Castilla y León,Palencia,Chalet,Calle Estacion,145,4,150000
Castilla y León,Palencia,Piso,Calle Caracas,85,3,139500
Castilla y León,Palencia,Piso,Calle San Isidro 1,104,3,60000
Castilla y León,Palencia,Chalet,Calle el Arenal 29,114,3,110000
Castilla y León,Palencia,Chalet,Urbanizacion Puente Don Guarin,250,3,199000
Castilla y León,Palencia,Chalet,valdavia 4,84,3,179000
Castilla y León,Palencia,Chalet,Calle Antonio Alamo Salazar,142,4,239900
Castilla y León,Palencia,Piso,Isaac Albeniz,101,3,200000
Castilla y León,Palencia,Chalet,Calle Penarubia,40,4,240000
Castilla y León,Palencia,Piso,Calle Pablo Picasso,90,3,70000
Castilla y León,Palencia,Piso,Calle los Soldados,62,2,150000
Castilla y León,Palencia,Piso,Calle Primera Universidad de Espana,11,5,207000
Castilla y León,Palencia,Piso,Avenida Valladolid,227,5,395000
Castilla y León,Palencia,Piso,Menendez Pelayo,167,5,160000
Castilla y León,Palencia,Piso,Valladolid,119,3,95000
Castilla y León,Palencia,Casa Rural,San Pelayo,242,3,23000
Castilla y León,Palencia,Piso,Calle Avila,112,3,125000
Castilla y León,Palencia,Piso,Padilla,114,3,55000
Castilla y León,Palencia,Piso,Calle Republica Dominicana 6,86,3,120000
Castilla y León,Palencia,Piso,BALMES,149,4,129000
Castilla y León,Palencia,Piso,Plaza de la Alcoholera 3,10,2,150000
Castilla y León,Palencia,Chalet,Calle Ferrocarril 8,145,4,88000
Castilla y León,Palencia,Piso,urbanizacion castillo,100,3,85000
Castilla y León,Palencia,Piso,Ximenez Sandoval,120,4,70000
Castilla y León,Palencia,Chalet,Calle Antonio Alamo Salazar,24,4,239900
Castilla y León,Palencia,Piso,Calle Marques de Albaida,105,3,179000
Castilla y León,Palencia,Piso,Avenida Santander,116,3,85000
Castilla y León,Palencia,Piso,Calle los Soldados,72,2,150000
Castilla y León,Palencia,Piso,Avenida Simon Nieto,103,3,74000
Castilla y León,Palencia,Piso,Calle Estrada,161,5,129000
Castilla y León,Palencia,Piso,Abilio Calderon,119,3,48000
Castilla y León,Palencia,Piso,Padilla,119,3,55000
Castilla y León,Palencia,Piso,Plaza de la Alcoholera 3,10,2,150000
Castilla y León,Palencia,Piso,urbanizacion castillo,81,3,85000
Castilla y León,Palencia,Piso,Ximenez Sandoval,134,4,70000
Castilla y León,Palencia,Piso,Calle Menendez Pelayo,130,4,220000
Castilla y León,Palencia,Piso,Los Olmillos,110,3,120000
Castilla y León,Palencia,Piso,Calle Cervera Palencia,80,3,155000
Castilla y León,Palencia,Piso,Republica Dominicana,111,3,125000
Castilla y León,Palencia,Chalet,valdavia 4,117,3,179000
Castilla y León,Palencia,Piso,Calle Eras del Bosque,85,3,69500
Castilla y León,Palencia,Piso,Calle Maria de Molina 11,122,4,153000
Castilla y León,Palencia,Piso,Calle San Antonio 50,90,3,160000
Castilla y León,Palencia,Piso,Calle Republica Dominicana 21,81,3,150000
Castilla y León,Palencia,Chalet,Calle Estacion,151,4,150000
Castilla y León,Palencia,Atico,Calle Don Miro 1,35,4,240000
Castilla y León,Palencia,Chalet,urbanizacion los llanos,30,3,195000
Castilla y León,Palencia,Chalet,Urbanizacion Jardin de la Pinilla,80,3,246000
Castilla y León,Palencia,Casa Rural,Calle Mediodia 8,185,5,58900
Castilla y León,Palencia,Chalet,Calle Penarubia,40,4,240000
Castilla y León,Palencia,Duplex,Calle Mancornador,97,3,210000
Castilla y León,Palencia,Piso,Avenida Cuba 30,112,3,193900
Castilla y León,Palencia,Piso,CESAR MUNOZ DE ARCONADA,156,4,140000
Castilla y León,Palencia,Chalet,Calle Antonio Alamo Salazar,24,4,239900
Castilla y León,Palencia,Chalet,Becerril de Campos,166,5,45000
Castilla y León,Palencia,Piso,Calle Cruz y Castillo,120,3,75000
Castilla y León,Palencia,Piso,BALMES,121,4,129000
Castilla y León,Palencia,Chalet,Calle el Arenal 29,114,3,110000
Castilla y León,Palencia,Chalet,Calle Tirso de Molina,89,3,187000
Castilla y León,Palencia,Chalet,Calle Ferrocarril 8,147,4,88000
Castilla y León,Palencia,Piso,Calle Republica Dominicana 6,86,3,120000
Castilla y León,Palencia,Piso,Paseo del Salon,190,5,530000
Castilla y León,Palencia,Piso,Calle Romanceros,143,4,160000
Castilla y León,Palencia,Chalet,Urbanizacion Puente Don Guarin,250,3,199000
Castilla y León,Palencia,Piso,Calle el Pajar,71,2,89000
Castilla y León,Palencia,Piso,Calle Menendez Pelayo,130,4,220000
Castilla y León,Palencia,Piso,Calle Valdegudin,20,2,135000
Castilla y León,Palencia,Piso,Avenida Simon Nieto,80,3,74000
Castilla y León,Palencia,Piso,Camino santa eufemia,63,2,78000
Castilla y León,Palencia,Piso,Menendez Pelayo,180,5,160000
Castilla y León,Palencia,Piso,Calle Cervera Palencia,103,3,155000
Castilla y León,Palencia,Duplex,Calle San Pedro,70,2,99000
Castilla y León,Palencia,Piso,Calle Joaquin Costa,148,4,229000
Castilla y León,Palencia,Piso,Calle los Molineros 3,97,3,154000
Castilla y León,Palencia,Piso,Calle Branosera,83,3,180000
Castilla y León,Palencia,Piso,Sector 8,109,3,182000
Castilla y León,Palencia,Piso,Paseo de la Julia 5,110,3,230000
Castilla y León,Palencia,Piso,Calle Beato Capillas,105,3,110000
Castilla y León,Palencia,Piso,Grijota Golf,49,1,76000
Castilla y León,Palencia,Piso,Avenida Castilla,145,4,115000
Castilla y León,Palencia,Piso,Calle Obispo Nicolas Castellanos,165,4,195000
Castilla y León,Palencia,Piso,Calle Santa Barbara 36,53,3,25000
Castilla y León,Palencia,Piso,Avenida cardenal cisneros 38,168,5,270000
Castilla y León,Palencia,Casa Rural,Calle Motilla 9,119,3,119000
Castilla y León,Palencia,Casa Rural,Camino Hondo 13,337,3,100000
Castilla y León,Palencia,Chalet,Calle Ramon y Cajal,173,5,55000
Castilla y León,Palencia,Piso,Avenida Santander,85,3,112000
Castilla y León,Palencia,Chalet,Autilla del Pino,149,4,65000
Castilla y León,Palencia,Chalet,Calle Dali,131,4,230000
Castilla y León,Palencia,Piso,Avenida Simon Nieto,89,3,90000
Castilla y León,Palencia,Chalet,Callejon Mayor 4,162,4,90000
Castilla y León,Palencia,Casa Rural,Avenida Valladolid,85,3,59000
Castilla y León,Palencia,Piso,Calle Infanta Catalina,72,2,78000
Castilla y León,Palencia,Casa Rural,Calle san miguel,238,6,13000
Castilla y León,Palencia,Piso,Paseo de la Huerta de Guadian 9,104,3,159000
Castilla y León,Palencia,Piso,Pio XII,144,4,280000
Castilla y León,Palencia,Atico,Ave Maria,100,3,249900
Castilla y León,Palencia,Piso,Avenida Simon Nieto,93,3,74000
Castilla y León,Palencia,Piso,Calle los Alamos s/n,118,3,89000
Castilla y León,Palencia,Piso,Calle Valentin Calderon,103,3,115000
Castilla y León,Palencia,Chalet,P-901 s/n,53,2,65000
Castilla y León,Palencia,Atico,Calle Mayor Principal 79,113,3,229000
Castilla y León,Palencia,Chalet,Calle Ledigos,93,3,25000
Castilla y León,Palencia,Piso,LA PAZ,111,3,55000
Castilla y León,Palencia,Atico,Venta de Banos,18,2,99000
Castilla y León,Palencia,Piso,Calle los Alamos s/n,101,3,89000
Castilla y León,Palencia,Atico,Calle Mayor Principal 79,115,3,229000
Castilla y León,Palencia,Piso,Calle Mayor Antigua s/n,25,4,99000
Castilla y León,Palencia,Piso,Calle Hijas de la Caridad 2,73,3,137800
Castilla y León,Palencia,Piso,Avenida de Asturias s/n,83,3,44000
Castilla y León,Palencia,Piso,Calle Juan Antonio Bardem s/n,89,3,152875
Castilla y León,Palencia,Chalet,Calle Eras del Rosal s/n,64,5,310000
Castilla y León,Palencia,Chalet,Calle Mercedes Junco Calderon s/n,80,5,495000
Castilla y León,Palencia,Piso,Calle Guzman el Bueno s/n,115,3,70000
Castilla y León,Palencia,Piso,Avenida de Asturias s/n,109,3,39900
Castilla y León,Palencia,Piso,Calle Mayor Antigua,121,2,179000
Castilla y León,Palencia,Piso,Calle Beato Capillas s/n,9,3,110000
Castilla y León,Palencia,Piso,Calle Hijas de la Caridad 2,73,3,131000
Castilla y León,Palencia,Chalet,Calle Juan de Arce s/n,186,5,590000
Castilla y León,Palencia,Piso,Calle Doctor Diaz Caneja,94,3,150000
Castilla y León,Palencia,Piso,Calle Mayor Principal s/n,364,10,380000
Castilla y León,Palencia,Piso,Avenida Valladolid s/n,78,2,95000
Castilla y León,Palencia,Chalet,Calle Don Ezequiel Matia s/n,150,4,46000
Castilla y León,Palencia,Piso,Avenida de Ronda 16,114,3,118000
Castilla y León,Palencia,Piso,Avenida Valladolid s/n,95,3,195000
Castilla y León,Palencia,Chalet,Arbejal 25 -21,421,9,275000
Castilla y León,Palencia,Piso,Calle Guzman el Bueno,130,4,149900
Castilla y León,Palencia,Piso,Calle San Juanillo s/n,109,3,36500
Castilla y León,Palencia,Piso,Calle Burgos s/n,106,3,290000
Castilla y León,Palencia,Piso,Calle Mayor Principal s/n,81,3,305000
Castilla y León,Palencia,Piso,Calle los Gatos s/n,56,1,59900
Castilla y León,Palencia,Piso,Calle Mayor Antigua s/n,145,4,219000
Castilla y León,Palencia,Piso,Calle los Trigales,68,2,85000
Castilla y León,Palencia,Chalet,Calle Mediodia 6,74,4,90000
Castilla y León,Palencia,Piso,Modesto Lafuente 42,81,3,75000
Castilla y León,Palencia,Chalet,Calle Juan Martin 7,40,5,349000
Castilla y León,Palencia,Casa Rural,Ampudia,227,5,215000
Castilla y León,Palencia,Piso,Avenida Modesto Lafuente s/n,96,3,65000
Castilla y León,Palencia,Piso,Avenida Vinalta 34,75,2,105000
Castilla y León,Palencia,Duplex,Mayor Antigua 79,146,4,255000
Castilla y León,Palencia,Duplex,Calle Mayor Antigua s/n,139,4,134900
Castilla y León,Palencia,Piso,Calle Nuestra Senora de Rocamador s/n,32,3,255000
Castilla y León,Palencia,Chalet,Avenida del Progreso s/n,125,3,155000
Castilla y León,Palencia,Piso,Paseo del Otero s/n,107,3,93000
Castilla y León,Palencia,Chalet,Avenida Valdegudin,132,4,160000
Castilla y León,Palencia,Piso,Avenida Valladolid s/n,80,2,95000
Castilla y León,Palencia,Chalet,Avenida del Progreso s/n,125,3,155000
Castilla y León,Palencia,Piso,Calle Guzman el Bueno,160,4,149900
Castilla y León,Palencia,Chalet,Calle Eras del Rosal s/n,64,5,310000
Castilla y León,Palencia,Piso,Avenida de Asturias s/n,88,3,44000
Castilla y León,Palencia,Chalet,Pablo Picaso 4,99,3,48000
Castilla y León,Palencia,Chalet,Calle la Fuente,1152,4,390000
Castilla y León,Palencia,Piso,virgen de la esperanza,129,4,165000
Castilla y León,Palencia,Chalet,Fuente 17,96,3,128000
Castilla y León,Palencia,Chalet,Calle Aguilar Vvag 3,7000,6,120000
Castilla y León,Palencia,Piso,marmolejos 4,117,3,98000
Castilla y León,Palencia,Chalet,Calle Urbanizacion el peral,7525,6,380000
Castilla y León,Palencia,Piso,Avenida Cardenal Cisneros s/n,88,3,160000
Castilla y León,Palencia,Chalet,Palencia 12,223,6,55000
Castilla y León,Palencia,Piso,Avenida de Madrid,154,3,227000
Castilla y León,Palencia,Piso,Federico Garcia Lorca,113,3,59900
Castilla y León,Palencia,Piso,Avenida Modesto Lafuente,155,4,160000
Castilla y León,Palencia,Chalet,Castilla,160,4,49000
Castilla y León,Palencia,Piso,Urbanizacion Grijota Golf,99,3,95000
Castilla y León,Palencia,Piso,Avenida de Madrid s/n,83,3,132000
Castilla y León,Palencia,Piso,Camino de Santa Eufemia,69,2,79000
Castilla y León,Palencia,Piso,Avenida Virgen del Llano 25,15,2,79000
Castilla y León,Palencia,Piso,Calle Anastasia Santamaria,60,2,39900
Castilla y León,Palencia,Chalet,Paseo Padre Faustino Calvo s/n,400,10,200000
Castilla y León,Palencia,Chalet,Lope de Vega,148,4,115000
Castilla y León,Palencia,Casa Rural,Meson,154,4,49900
Castilla y León,Palencia,Duplex,Calle Mayor Principal s/n,141,4,351100
Castilla y León,Palencia,Casa Rural,Calle Rio Mave 7,91,3,54000
Castilla y León,Palencia,Piso,Calle el Valle s/n,21,2,83500
Castilla y León,Palencia,Chalet,Fabrica del Campo 5,60,3,78000
Castilla y León,Palencia,Piso,Calle de la Vera Cruz s/n,84,3,52000
Castilla y León,Palencia,Piso,Avenida San Telmo,107,3,57000
Castilla y León,Palencia,Piso,Calle Corral San Miguel Segu,105,2,189000
Castilla y León,Palencia,Piso,Calle Primera Universidad de Espana,96,3,39900
Castilla y León,Palencia,Atico,Roncesvalles,80,3,134900
Castilla y León,Palencia,Chalet,verdena 27,89,3,150000
Castilla y León,Palencia,Atico,Calle TOMILLO,66,2,140000
Castilla y León,Palencia,Piso,ARBOL DEL PARAISO,151,4,245000
Castilla y León,Palencia,Piso,Calle Puente 17,65,2,66000
Castilla y León,Palencia,Chalet,Avenida Burgos 47,1184,6,500000
Castilla y León,Palencia,Piso,Travesia Villadiego Came 9,18,3,80000
Castilla y León,Palencia,Piso,Mercado 17,114,3,80000
Castilla y León,Palencia,Atico,Calle TOMILLO,79,2,140000
Castilla y León,Palencia,Chalet,Avenida de miguel hernandez,93,3,253000
Castilla y León,Palencia,Piso,Calle Mayor Principal,80,3,274950
Castilla y León,Palencia,Chalet,Villa Carmina,110,3,95000
Castilla y León,Palencia,Piso,Calle Tello Tellez de Meneses,84,3,108000
Castilla y León,Palencia,Piso,Calle Puente 17,68,2,66000
Castilla y León,Palencia,Piso,colon,122,4,249000
Castilla y León,Palencia,Chalet,Avenida de Palencia 1 D,108,2,175000
Castilla y León,Palencia,Piso,Cooperativa San Pedro 15,124,4,119000
Castilla y León,Palencia,Chalet,verdena 27,86,3,150000
Castilla y León,Palencia,Piso,Calle Mayor Principal,100,3,229000
Castilla y León,Palencia,Piso,Calle Mayor Principal,111,3,229000
Castilla y León,Palencia,Chalet,Avenida Simon Nieto,619,9,550000
Castilla y León,Palencia,Chalet,Paseo de la Barbacana 2,51,4,245000
Castilla y León,Palencia,Casa Rural,Barquillo 2,588,10,68000
Castilla y León,Palencia,Piso,Paseo los Frailes,111,3,72000
Castilla y León,Palencia,Piso,Calle Panaderas,128,4,275000
Castilla y León,Palencia,Chalet,Quintana 11,317,6,85000
Castilla y León,Palencia,Piso,CLARA CAMPO AMOR,99,3,199000
Castilla y León,Palencia,Piso,ARBOL DEL PARAISO,130,4,245000
Castilla y León,Palencia,Atico,Los Tochos 3,66,2,85000
Castilla y León,Palencia,Chalet,Avenida Burgos 47,1184,6,500000
Castilla y León,Palencia,Piso,Calle Dali,147,4,215000
Castilla y León,Palencia,Chalet,HERREDUELA,350,15,680000
Castilla y León,Palencia,Chalet,El Carmen - Fabrica de Armas,188,5,449000
Castilla y León,Palencia,Piso,Avenida Cuba 30,152,4,248000
Castilla y León,Palencia,Chalet,Carretera Vnu,135,4,69000
Castilla y León,Palencia,Piso,Avenida Valladolid,124,3,298000
Castilla y León,Palencia,Casa Rural,Calle Meson 11,349,8,300000
Castilla y León,Palencia,Chalet,El Cristo - Tejera,80,3,150000
Castilla y León,Palencia,Piso,Calle Bailen,79,2,69000
Castilla y León,Palencia,Casa Rural,Barrio Valoria de Aguilar 12,150,3,55000
Castilla y León,Palencia,Chalet,Allende el Rio,1000,3,115000
Castilla y León,Palencia,Chalet,Plaza de la Inmaculada,200,10,575000
Castilla y León,Palencia,Piso,Avenida Ronda 18,20,3,85000
Castilla y León,Palencia,Chalet,Ave Maria,606,10,229900
Castilla y León,Palencia,Piso,Calle Santa Maria,6,2,99900
Castilla y León,Palencia,Piso,Calle Francisco Pizarro,71,2,154700
Castilla y León,Palencia,Piso,Calle Tello Tellez de Meneses,80,3,102000
Castilla y León,Palencia,Piso,Calle Maria de Molina,139,4,105000
Castilla y León,Palencia,Piso,Calle Casane,145,4,155000
Castilla y León,Palencia,Piso,Calle Mancornador,115,3,86000
Castilla y León,Palencia,Piso,San Marcos,93,3,195000
Castilla y León,Palencia,Chalet,El Cristo - Tejera,85,3,169900
Castilla y León,Palencia,Piso,Calle Santiago,13,3,109000
Castilla y León,Palencia,Piso,Plaza de la Miranda,101,3,85000
Castilla y León,Palencia,Casa Rural,Plaza dos de Mayo,360,9,69000
Castilla y León,Palencia,Piso,Calle tello tellez de meneses,85,3,160000
Castilla y León,Palencia,Piso,Paseo del Otero,106,3,93000
Castilla y León,Palencia,Piso,Av Cardenal Cisneros,91,3,125000
Castilla y León,Palencia,Piso,Paseo Victorio Macho,84,3,52000
Castilla y León,Palencia,Piso,Calle Tomillo,113,3,145000
Castilla y León,Palencia,Piso,Calle Francisco Pizarro,75,2,154700
Castilla y León,Palencia,Piso,C Panaderas,94,3,134000
Castilla y León,Palencia,Piso,Calle Torres Quevedo,80,3,79000
Castilla y León,Palencia,Piso,Calle Federico Mayo,80,2,55000
Castilla y León,Palencia,Piso,Av Derechos Humanos,112,3,160000
Castilla y León,Palencia,Piso,Miguel de Unamuno,79,2,80000
Castilla y León,Palencia,Piso,Calle Rizarzuela,132,4,175000
Castilla y León,Palencia,Piso,Calle Navas de Tolosa,119,3,149000
Castilla y León,Palencia,Piso,Calle Cesar Munoz Arconada,90,3,109000
Castilla y León,Palencia,Piso,Plaza Cervantes,85,3,43000
Castilla y León,Palencia,Piso,Calle Juan de Balmaseda,116,3,140000
Castilla y León,Palencia,Piso,Calle Mayor Antigua,100,3,105000
Castilla y León,Palencia,Piso,Calle las Cantigas,98,3,78000
Castilla y León,Palencia,Piso,Centro,90,4,95000
Castilla y León,Palencia,Chalet,Urbanizacion Ciudad del Golf,144,4,210000
Castilla y León,Palencia,Piso,Avenida San Telmo,109,3,59000
Castilla y León,Palencia,Piso,Calle Juan Bravo,102,3,63000
Castilla y León,Palencia,Piso,Calle Los Pastores,70,2,88000
Castilla y León,Palencia,Piso,Calle los Alamos,81,3,105000
Castilla y León,Palencia,Piso,Calle Casas Hogar Primera,84,3,83000
Castilla y León,Palencia,Piso,Calle Primera Universidad de Espana,97,3,115000
Castilla y León,Palencia,Piso,Calle Dona Sol y Dona Elvira,90,3,135000
Castilla y León,Palencia,Piso,Calle Santo Domingo de Guzman,84,3,60000
Castilla y León,Palencia,Piso,Calle Teofilo Ortega,104,3,160000
Castilla y León,Palencia,Piso,Av Reyes Catolicos,80,3,108000
Castilla y León,Palencia,Piso,Calle San Quintin,72,2,124000
Castilla y León,Palencia,Piso,Calle Casane,130,4,155000
Castilla y León,Palencia,Piso,Calle Juan de Balmaseda,81,3,140000
Castilla y León,Palencia,Piso,Calle Teofilo Ortega,117,3,160000
Castilla y León,Palencia,Piso,Calle tello tellez de meneses,88,3,160000
Castilla y León,Palencia,Piso,Paseo del Otero,81,3,93000
Castilla y León,Palencia,Piso,Paseo del Otero,80,3,75000
Castilla y León,Palencia,Piso,Av Derechos Humanos,114,3,160000
Castilla y León,Palencia,Piso,Calle Echegaray,100,3,89000
Castilla y León,Palencia,Piso,Calle San Quintin,79,2,124000
Castilla y León,Palencia,Chalet,La Cuadra s/n,253,7,84000
Castilla y León,Palencia,Piso,Av Cardenal Cisneros,96,3,155000
Castilla y León,Palencia,Piso,Calle Navas de Tolosa,105,3,149000
Castilla y León,Palencia,Casa Rural,Plaza dos de Mayo,360,9,69000
Castilla y León,Palencia,Piso,Calle Clara Campo Amor,8,3,158000
Castilla y León,Palencia,Atico,Calle Coulounieix Chamiers,62,2,99000
Castilla y León,Palencia,Piso,Calle Juan Bravo,90,3,63000
Castilla y León,Palencia,Piso,Calle Castillo de Magaz,100,3,66000
Castilla y León,Palencia,Piso,Calle Balmes,153,4,130000
Castilla y León,Palencia,Piso,Calle Francisco Pizarro,74,2,154700
Castilla y León,Palencia,Piso,Ciudad del Golf,80,2,89500
Castilla y León,Palencia,Piso,Maria de Padilla,64,2,39000
Castilla y León,Palencia,Piso,C Paz,110,3,99000
Castilla y León,Palencia,Piso,Plaza de la Miranda,102,3,85000
Castilla y León,Palencia,Piso,Calle Maria de Molina,141,4,105000
Castilla y León,Palencia,Piso,Calle Beato Capillas,89,3,79000
Castilla y León,Palencia,Piso,San Marcos,111,3,195000
Castilla y León,Palencia,Chalet,P-901,2300,6,175000
Castilla y León,Palencia,Casa Rural,Puente Caba,100,7,89000
Castilla y León,Palencia,Piso,Calle Julian Diez,17,2,72000
Castilla y León,Palencia,Casa Rural,Calle Ebro 74,189,5,109000
Castilla y León,Palencia,Chalet,Calle Fray Luis de Leon 10,119,3,135000
Castilla y León,Palencia,Piso,Plaza Cervantes,97,3,42900
Castilla y León,Palencia,Piso,Cervera,100,3,139000
Castilla y León,Palencia,Piso,Calle Blas de Otero,90,3,84000
Castilla y León,Palencia,Piso,Calle Primera Universidad de Espana,116,3,104000
Castilla y León,Palencia,Piso,C Becerro de Bengoa 14,372,8,300000
Castilla y León,Palencia,Piso,Urbanizacion Ciudad del Golf,79,2,89500
Castilla y León,Palencia,Chalet,Calle Canal del cierzo 10,15,2,160000
Castilla y León,Palencia,Piso,Avenida de los Derechos Humanos s/n,120,3,33500
Castilla y León,Palencia,Piso,primero de junio,114,3,69900
Castilla y León,Palencia,Casa Rural,Puente Caba,100,7,89000
Castilla y León,Palencia,Casa Rural,Calle Alta,90,3,21000
Castilla y León,Palencia,Piso,Calle Mayor Antigua,102,3,94000
Castilla y León,Palencia,Piso,Calle Los Pastores,67,2,88000
