Provincia,Id del anuncio,Título,Tipo de inmueble,Descripción,Teléfono,Dirección,Precio,Habitaciones
Islas Baleares,101559409,Casa independiente en Calle de Pere Antoni Mataró,Chalet,"Llucmajor- Su vivienda Mallorquina reformada completamente de unos 200m2 con jardín amplio y garaje privado de unos 34m2 Propiedad que cuenta con su dormitorio/oficina en planta baja alado de la bonita entrada. Cuenta con un baño amplio, la escalera original de su época y un tragaluz que da luz a gran parte de la planta baja. Un salón amplio con chimenea y cocina comedor donde podrá disfrutar de muchas cenas y comidas con amigos y familiares. En el patio contamos con un porche, el parte del ardin y acceso a una cochera que actualmente consta de 2 garajes de tamaño mas bien pequeñas pero si lo desea se podría unificar y cuenta con bastante altura. subiendo a la primera planta contamos con 2 dormitorios amplios hacia la calle, 1 baño amplio, el tragaluz que también en este recibidor da un ambiente espectacular y el dormitorio orientado hacia el jardín que de tal grandes dimensiones que se podría dividir en 2 si hiciera falta. Desde este mismo dormitorio acedemos a una terraza muy amplia y esta conectado con el jardín mismo. En el garaje esta ubicado la caldera de gas ciudad. Cuenta con pre instalación para calefacción por toda la casa, solo tendrá que instalar los cuerpos a su gusto y a disfrutar. Es una propiedad con mucho encanto en lo cual se podría estrenar su hogar directamente sin obras ni complicaciones! Esta a unos pasos de la plaza España, lugar donde hay bares restaurantes, supermercado, medico y mucho mas y es donde se inicia la calle peatonal de Llucmajor. Llucmajor es una pequeña ciudad dotado de todos los servicios necesarios incl. , guarderías, colegios, instituto, médicos, supermercados, campo de golf Son Antem y mucho mas incluido semanalmente 3 veces mercado. A poco distancia, unos 10 minutos caminando encontrara el deportivo del pueblo con sus campo de fútbol, salas de Fitness y la piscina cubierta. Con coche llegamos en unos 10 minutos al aeropuerto internacional de Palma de Mallorca, algunas playas y calas. Lo tendrá todo a mano en el pueblo de Llucmajor! Concierta visita hoy mismo con el equipo de PALSMALLORCA disponiendo de oficina en Llucmajor hace mas de 15 años. Contáctenos al con una llamada o wahtsapp indicando la referencia: cha1314 [IW].",871240679,Calle de Pere Antoni Mataró,748000,4
Islas Baleares,101689145,"Piso en Carrer de sa talaissa , 7",Piso,Nueva promocion.,871240187,"Carrer de sa talaissa , 7",599000,2
Islas Baleares,100512758,Casa independiente,Chalet,Cala PI - Palsmallorca le ofrece este Chalet que consta de 153m2 construidos con licencia municipal en solar de 631m2 en zona tranquila y vistas preciosas.  Es una propiedad en estado de buena conservación con actualmente 2 dormitorios y 2 baños de lo cual 1 en suite y dormitorio principal con vestidor amplio ( antes habían 3 habitaciones).  El salón de tanto a la calle como al jardín y es muy luminoso. La cocina ubicado al lado del salón es independiente. Accesible desde el salón contamos con un porche muy agradable y tenemos acceso al jardín. El jardín esta completamente vallado y por debajo la casa cuenta con un garaje y espacio de trastero en el forjado sanitario. Una oportunidad para el que quiere convertirla en una casa muy cómoda! Cala pi es una zona muy tranquila a unos 15 minutos del pueblo de Llucmajor y unos 35 del aeropuerto internacional de Palma de Mallorca. Para más información se puede poner en contacto con el equipo de PALSmallorca de lunes a viernes. REF Cala pi CHA1297.,871240679,Cala Pi-Vallgornera,390000,2
Islas Baleares,96848869,Ático en Plaza constitucion s/n,Ático,"Este apartamento de lujo en el centro de Felanitx, cuenta con una terraza privada en la azotea para un chillout, con vistas sobre todo Felanitx hasta las montañas. Aprox. 130 m2 de vivienda se reparten en 2 dormitorios (uno de ellos con baño en suite), un baño aparte con ducha, cocina abierta con salón y comedor amplio (y muy luminoso). Además el piso tiene tres balcones, dos de ellos con vistas al ayuntamiento y el mercado municipal preciosas. Un inmueble único y espectacular en el centro de Felanitx!",871185737,Plaza constitucion s/n,610000,2
Islas Baleares,101128574,Dúplex,Duplex,"En zona Colegios de Son Dameto se encuentra este Ático Dúplex, muy bien comunicado con todo tipo de servicios, así como el centro de Palma. Es un 2º piso sin ascensor con vistas despejadas. Está totalmente reformado, listo para entrar a vivir. Tiene una superficie de 80m2, sus plantas se distribuyen de la siguiente manera: Planta Base: -Salón comedor con salida al balcón. Aquí también se encuentran las escaleras a la planta superior. -Cocina independiente totalmente equipada, reformada hace menos de 1 año. -1 aseo Planta Superior: -3 dormitorios, 2 de ellos dobles -1 cuarto de baño completo -Balcón  Todas las ventanas son de aluminio climalit y con mosquiteras.  Entre otras características dispone de 2 aparatos de aire acondicionado, 1 plaza de parking propia y 1 trastero incluidos en el precio. ¿Deseas más información o gestionar una visita? ¡No dudes en contactar con nosotros sin compromiso! *Se adjuntan planos orientativos al final de las fotografías* “Este inmueble ha sido certificado por ABSI (Asociación Balear de Servicios Inmobiliarios) lo que significa que la agencia comercializadora ha supervisado la documentación necesaria para la compraventa y que el inmueble forma parte de la bolsa de propiedades en multiexclusiva ABSI. ”.",871240202,barrio Son Dameto,334600,3
Islas Baleares,98031390,Casa independiente en Calle de Victòria Ramis d'Ayreflor,Chalet,"SE VENDE - Junto a Son Moix nos encontramos con este precioso unifamiliar en una tranquila calle de fácil acceso y mucha privacidad. Sin trafico y con preciosas vistas despejadas y a tan solo 5 minutos del centro de Palma. Chalet unifamiliar en un entorno inmejorable en una de las mejores zonas de Palma, en solar de 581m2 en zona Colegios, la propiedad tiene dos salones con chimenea, gran cocina amueblada con office, cinco habitaciones dobles, 1 habitación sencilla, 3 baños, aseo, calefacción, aire acondicionado, garaje de106m2, sala de gimnasio, bodega, placas solares, pozo, un gran jardín con árboles frutales y posibilidad de hacer piscina, trasteros. Propiedad con mucho carácter. Barrio de Son Moix Negre Linea de autobus nº 8 Centro comercial, supermercados, farmacias, colegios, tiendas, peluquerias.  Polideportivo Son Moix Son Rapinya es uno de los barrios extramuros más antiguos y conocidos de Palma. Ubicado en la parte occidental del municipio, hunde sus raíces en las salidas campestres y pancaritats que se organizaban en Palma de inmemorial. Al estar en un lugar tranquilo, elevado, cuyo solar estaba ocupado por un gran pinar de pendientes suaves, y desde donde se podía contemplar una bella vista panorámica que permitía vislumbrar, incluso, la isla de Cabrera, lo convirtió en una de las zonas de recreo escogidas por los palmesanos. Según contó Ignasi Roca Buades) en Mis Recuerdos, fueron famosas las merendolas y caragolades que, hacia mediados del siglo XIX, allí se organizaron. Por aquel entonces, en aquellos parajes, las únicas construcciones existentes eran cases de possessions: Son Puigdorfila (Son Fila), Son Moix Blanc, Son Llull, Son Serra, Son Muntaner, Son Quint, Son Cigala, Son Vida... Concretamente, el barrio de Son Rapinya tuvo como cuna la finca de Son Llull. Roca Buades, que vio nacer y crecer el barrio, abominaba del nombre Son Rapinya -cuyo origen no desveló pues cuando era niño nunca se dijo So´n Rapinya"", sino que se utilizaba el genuino de Son Llull. Joan M. Sabater en el Corpus de Toponimia de Mallorca ya advierte que ""nadie se explica la razón de porqué el lugar cambió de nombre [de Son Llull a Son Rapinya]"", y también advierte de la existencia de ""no pocas conjeturas"". Entre todas ellas, continuaba Sabater, ""la que parece prevalecer, como más cierta, es que deba nombre tan ingrato, a las repetidas sustracciones o rapiñas a que se veían sujetos los primeros residentes del lugar, los cuales comentarían luego, en tono humorístico, que aquello, en vez de ser So´n Llull era So´n... Rapinya"". A parte de las denominaciones Son Llull y Son Rapinya, los vecinos del barrio también lo denominaban como Son Sec, por la falta de agua en el lugar, problema que no se solventó hasta 1962, en época del alcalde Joan Massanet.""",871240039,Calle de Victòria Ramis d'Ayreflor,1200000,6
Islas Baleares,98666273,Casa independiente,Chalet,"La casa, de 400 metros cuadrados y con un terreno de 1.500 metros cuadrados, cuenta con 5 habitaciones, 6 baños, un salón con una terraza impresionante y espectaculares vistas, además de cocina totalmente equipada, garaje y piscina privada. Dispone de aire acondicionado y calefacción bajo el suelo, está plenamente preparada para disfrutar de los mejores momentos.  Se trata de una vivienda moderna, espaciosa y de un diseño que sigue y respeta las líneas de las tradicionales masías ibicencas, de líneas sencillas y sobrias que proporcionan elegancia y funcionalidad a una vivienda que lo tiene todo.  Todo construido con materiales de altísima calidad y siguiendo unos estándares de lujo contemporáneos que solo Estela Exclusive Homes ofrece a sus clientes.  No pierdas la oportunidad de adquirir esta exclusiva vivienda por un precio realmente razonable, dado su valor arquitectónico, y contacta con nosotros para recibir más información sobre esta maravillosa propiedad.",871240994,barrio Roca Llisa,3500000,5
Islas Baleares,95957014,Piso,Piso,"Villa Invest Inmobiliaria les presenta este Exquisito piso de lujo en venta ubicado a menos de dos minutos a pie del exclusivo Paseo Mallorca. Alrededores de la propiedad se encuentran todas las comodidades necesarias: colegios, bancos, tiendas, farmacias, supermercados. Con posibilidd de alquiler con opción a compra. La propiedad fue construida en el año 2004 con muy altas calidades. El piso consta de 137m2 con una excelente distrubución y ofreciendo vistas despejadas.  Presenta: salón/ comedor muy elegante con acceso directo a la terraza, cocina totalmente equipada con coladuría aparte, 3 dormitorios dobles, una de ellas con uno baño en suite, más 1 baño completo aparte y un aseo de cortesía. También dispone de: aire acondicionado frío/ calor por conducto, calefacción, armarios empotrados en todas las habitaciones, parking privado interior. ¡No se pierda este excelente oportunidad nuevo en el mercado, contacte con nuestra oficina para concretar una visita!",871240784,barrio Camp d'En Serralta ,750000,3
Islas Baleares,101217255,Piso,Piso,"Magnifico primera planta techo libre reformado con jardín privado ubicado en la zona demandada de Pere Garau. A menos de 5 minutos a pie al Mercado de Pere Garau, y menos de 15 minutos a pie de las Avenidas. La propiedad esta distrubido entre dos partes. En la planta baja nos encontramos un maravilloso jardín de 40m2, con una orientación fabuloso. La primera planta consta de 90m2, con un balcón aparte. Presenta: salón y comedor acogedora, cocina totalmente equipada, 3 dormitorios dobles, y 1 baño completo. ¡Sin Comunidad! En esta propiedad se ha reformado: cocina y baño nuevos, con tuberías nuevas, instalación eléctrica, suelo nuevo, arreglo del tejado. ¡Para concretar una visita para tu nueva propiedad, contacte con nuestra agencia!",871240784,barrio Pere Garau,350000,3
Islas Baleares,102033842,Piso,Piso,"Moderno piso duplex reformado con balcón ubicado en Foners. A menos de 10 minutos de la playa de Portixol y de las avenidas. Cuenta con todos los servicios diaraios a sus alrededores. La propiedad tiene una superficie construida de 106m2, divididos entre 2 plantas. En la planta principal nos encontramos: salón/comedor muy luminoso, cocina plan abierto con coladuría aparte, 1 dormitorio individual y 1 baño completo. La segunda planta presenta: 1 dormitorio prinicpal con salida al balcón, 2 dormitorios con armarios empotrados y 1 baño completo aparte. ¡Cada planta dispone de una entrada independiente! En esta propiedad se ha reformado: las ventanas a doble climalit del salón, tuberias nuevas en cocina y ambos baños, instalación eléctrica, suelo de madera nuevo.  ¡No deje pasar este fabuloso oportunidad en el mercado, contacte con nuestra agencia para concretar una visita!",871240784,barrio Foners,320000,4
Islas Baleares,101285771,Finca rústica,Casa Rural,"Finca rústica en solar de 7.288m2 aproximadamente a 5 min de LLucmajor. Esta vivienda tiene una superficie de unos 248m2 aproximadamente y consta de un amplio salón comedor con chimenea, cocina amueblada con zona office, coladuria, 4 habitaciones, 2 baños, aseo, suelos de gres, calefacción por gasoil, porche, piscina, cocina de verano, pozo propio, árboles frutales, vistas despejadas al pueblo y a la isla de Cabrera. A tan sólo 25 minutos de Palma.",871240801,Llucmajor Interior,1690000,4
Islas Baleares,86659592,Casa independiente,Chalet,"Espectacular chalet independiente con altas calidades ubicado en Son Puig, en zona Colegios / Golf, a 5 minutos del centro de Palma. Apartamento de Invitados independiente. La propiedad fue construida en el año 2009, y esta en excelentes condiciones ofreciendo, en una parcela de más de 500m2, unos 550m2 construidos repartidos en 2 plantas principales mas planta baja (unos 100m2 de garaje, trastero y salas de máquina), planta intermediaria con apartamento / loft independiente de unos 50m2. Las plantas principales cuentan con 5 habitaciones dobles, 3 baños completos (uno en suite), cocina con isla central, salón comedor con acceso a piscina (9 x5), porche y terrazas con vistas panorámicas a la ciudad y montaña. Ascensor, calefacción central gasoil, aire acondicionado por conducto, carpintería aluminio doble cristal, portero automático. No dude en contactar para recibir más información.",871240784,barrio Son Roca - Son Ximelis - Son Anglada,1698000,6
Islas Baleares,101711381,Casa independiente,Chalet,"Encantadora Villa Independiente en venta ubicada en la zona residencial de Bahía Grande. Situado a sólo 15 minutos en coche del aeropuerto, y a sólo 10 minutos en coche de la exclusiva zona de Cala Pi, donde encontrará una playa de arena blanca natural, con hermosas aguas cristalinas. La propiedad consta de 204 m2 construidos sobre una parcela de 587 m2. El exterior de la propiedad cuenta con una amplia piscina, con una relajante zona chill-out, un porche cubierto con zona de barbacoa, ideal para convertir en un comedor exterior. Además, cuenta con varios árboles frutales y un garaje con capacidad para 1 coche y una bicicleta. En el interior de la propiedad encontraremos en la planta baja: un acogedor salón con chimenea, elegante cocina equipada con chimenea, un dormitorio principal con baño en suite, 1 dormitorio individual y 1 baño independiente. La primera planta presenta: un tercer dormitorio que actualmente se utiliza como oficina. También cuenta con: calefacción central, aire acondicionado frío/calor y armarios empotrados. En esta propiedad se ha realizado una reforma integral a lo largo de los años: baños y tuberías nuevos, cocina nueva, ventanas de climalit nuevas, persianas exteriores de aluminio nuevas, instalación eléctrica. No pierda esta gran oportunidad en el mercado, para programar una visita, comuníquese con nuestra agencia.",871240784,Badia Blava-Badia Gran-Tolleric,510000,3
Islas Baleares,100679589,Casa independiente,Chalet,"La perfecta combinación de tradición y diseño, así definiríamos esta preciosa villa de arquitectura tradicional pero con elementos modernos y una decoración totalmente vanguardista. La casa es como un oasis de paz rodeado de campo en una parcela de 15.000 m² con un huerto muy variado y completo que cuenta incluso con un invernadero. Además, el exterior de la casa cuenta con una piscina rectangular rodeada de verde césped y muy próxima a la zona de comedor exterior y a la zona de solarium. El interior del chalet es un estímulo para todos los sentidos, está decorado con muy buen gusto y con elementos vanguardistas, convirtiendo la casa en un lugar muy cosmopolita y acogedor. Dispone de 360 m² distribuidos de forma muy amplia y al mismo tiempo integrando varios de sus espacios. La cocina está totalmente equipada y se integra con el comedor, donde hay una gran mesa cuadrada para degustar deliciosos menús en buena compañía. Junto al comedor hay un patio interior acristalado que da mucha luz a la estancia, al otro lado está el salón con grandes sofás y vistas al jardín y a la piscina. Tiene un despacho en una segunda altura dentro de la sala que se integra con el piso de abajo. Hay 4 dormitorios todos con preciosas vistas a la vegetación del jardín y 4 baños de ensueño. También tiene una azotea habilitada como bucólico chill out con vistas al campo ibicenco.",871240994,Sant Rafel de sa Creu,4395000,4
Islas Baleares,98339424,Piso,Piso,"Exquisito Ático de Lujo con vistas inmejorables al Club de Golf, ubicado en la zona privilegiada de Santa Ponça. A tan solamente 10 minutos a pie del lujoso puerto Adriano, donde encontrará varios restaurantes espectaculares, tiendas y bares. En Santa Ponta nos encontramos todos los servicios necesarios: bancos, centro médico, supermercados, transporte público y colegios. La propiedad se encuentra en una urbanización fabulosa con 4 piscinas comunitarias y jardines mediterráneos muy bien cuidados, con un vecindario muy tranquilo, cámaras de seguridad por toda la urbanización Consta de 148m2, incluyendo varias terrazas. Presenta: salón/comedor con vistas directo al Club de Golf, con acceso directo a dos terrazas, cocina totalmente equipada con salida a otra terraza con vistas a la piscina comunitaria y a los jardines comunitarios, tres dormitorios dobles, dos de ellas con su baño en suite, más un baño completo aparte. Características:  - Aire acondicionado frío/calor - Calefacción - Suelo de mármol - Ventanas de doble climalit - Descalificador - Agua de Osmosis - Parking privado de 20m2 - Trastero de 8m2 ¡No deje pasar este increíble oportunidad, contacte con nuestra agencia para concretar una visita!",871240784,Santa Ponça,989000,3
Islas Baleares,101300863,Casa de pueblo,Casa Rural,"Fantástica casa mallorquina en Es Llombards, a 10 minutos en coche de las maravillosas playas propias de Cala Llombards, compuesta de dos plantas más tereraza solarium de 70 metros. En la planta baja encontramos una gran entrada, techos altos con vigas vistas y arco de piedra de Santanyí con pozo de agua útil. Encontraremos tres habitaciones, baño, galería, y cuenta con proyecto para terminar una reforma con tres habitaciones más dos baños, de los cuales uno es en suite. En la planta superior totalmente reformada de techos altos y vigas vistas, contamos con un gran salón comedor con habitación y baño en suite, la cocina abierta la cual es muy luminosa con acceso a la cómoda escalera, donde al subir encontramos una terraza de 70 metros con unas vistas fantásticas. Además tiene un terreno con todas las licencias con proyecto para solo comprar y construir una vivienda a parte de 80 metros en dos plantas y con piscina. No dudes en visitarla te enamorará su encanto, tranquilidad y vistas.",871240607,Es Llombards,795000,4
Islas Baleares,101943803,Piso en Avenida Bella Vista,Piso,"Bonita planta baja en Cala Millor lista para disfrutar de 204 m2, 3 habitaciones, dos baños (uno de ellos convertido en vestidor pero con instalación para volver a utilizar como baño), dos terrazas privadas, amplio salón comedor, cocina independiente y coladuría.  Una de las terrazas tiene vistas a las 3 piscinas de la urbanización y la otra con arboles frutales y plantas que le otorgan tranquilidad y privacidad absoluta. Ambas terrazas poseen toldos de muy buena calidad. Cuenta con aire acondicionado en toda la vivienda, altas calidades y climalit en todas las aberturas de la vivienda. Cuenta también con una plaza de garaje grande y un trastero incluidos en el precio. Es una urbanización muy tranquila con jardines idílicos donde disfrutar de las piscinas, tumbonas y zona cubierta para resguardarse del sol.  El inmueble se distribuye en 107 m2 de vivienda + terraza cubierta de 14 m2 + 2 preciosas terrazas de 57 y 12 m2.  Cabe destacar también el estado impecable de conservación de la vivienda y la comunidad que hacen de esta propiedad una oportunidad inmejorable. No dude en contactarnos para verlo y disfruta también de nuestro tour virtual!",871244623,Avenida Bella Vista,450000,3
Islas Baleares,101452881,Chalet en Calle Ponent,Chalet,"Se vende casa de estilo mallorquín muy bien conservada en Colonia de Sant Jordi. Tiene vistas parciales al mar en segunda línea y junto al Puerto deportivo. Hay un anteproyecto que permite realizar una planta más en el edificio, con acceso a solárium, piscina y que sigue vigente según normativa urbanística. La planta superior, tiene licencia vacacional que da altos ingresos anuales. La vivienda, con superficie construida de 337 m² en dos plantas, dispone de entradas independientes y que se unen mediante escalera desde la calle. En la planta baja, con 150 metros, hay dos dormitorios dobles, 2 baños completos (1 en suit), trastero/despacho interior de 12m, cocina con chimenea amueblada y equipada, salón de unos 50 metros, conectada con cristaleras que se abren paso a una terraza de 32.4 metros, garaje de unos 30 metros con lavadero, distribuidor y pozo. En la planta piso, dispone de superficie construida de 150 metros con 3 dormitorios dobles, 2 baños completos (1 en suit), cocina amueblada y equipada con chimenea y zona office, salón y acceso a terraza en planta de 41 metros y mediante escalera que comunica de nuevo con la planta baja. Calidades: suelos de gres, carpintería exterior de madera con climalit y persianas mallorquinas, carpintería interior original de madera bien conservada, techos altos de 3 metros y claraboyas en planta alta, placas solares, descalcificador y osmosis, toldo bioclimático, bomba frío calor en algunas dependencias, ventiladores de techo, radiadores eléctricos de bajo consumo, armarios empotrados y forrados, chimeneas en cocinas, salones. Más en.",871240035,Calle Ponent,2100000,6
Islas Baleares,101097808,Piso en Calle Arxiduc Lluís Salvador,Piso,"¡Bienvenido al paraíso familiar! Presentamos una joya inmobiliaria: una espaciosa planta baja de tan solo 3 años de antigüedad con todas las comodidades que siempre soñaste. Con sus generosos 115 m2, esta vivienda ofrece un estilo de vida excepcional. Imagina disfrutar de una amplia plaza de parking para tus vehículos, una piscina y gimnasio comunitarios que te mantendrán activo y saludable, y todo esto en la prestigiosa zona del final de Arxiduc Lluís Salvador-Parc de la Femu. Al ingresar, serás recibido por 3 acogedoras habitaciones dobles, perfectas para cada miembro de la familia. Con 2 baños completos, las mañanas estarán libres de estrés. La cocina amplia es un paraíso culinario donde podrás preparar deliciosos banquetes. El salón-comedor, bañado en luz natural, te invita a crear momentos inolvidables junto a tus seres queridos. Pero la verdadera joya de esta propiedad es su terraza de 40 m2, el escenario perfecto para relajarte, disfrutar de barbacoas en familia o simplemente contemplar la belleza que te rodea. Y eso no es todo, esta ubicación privilegiada te coloca en un paraíso de comodidades. La proximidad a colegios de renombre asegura una educación de calidad para tus hijos. Los parques cercanos ofrecen un espacio ideal para actividades al aire libre y momentos de diversión. Y con el acceso fácil al transporte público, moverte por la ciudad nunca ha sido tan sencillo. En resumen, esta planta baja es el hogar ideal para familias con niños que valoran el estilo de vida activo y el disfrute de una refrescante piscina. ¡No dejes pasar esta oportunidad de oro! Contáctanos ahora mismo para asegurar una visita y descubrir el lugar que podrías llamar hogar dulce hogar"".""",871240641,Calle Arxiduc Lluís Salvador,499900,3
Islas Baleares,102185715,Chalet adosado,Chalet,"Magnifica Casa/Chalet adosado de 320m2 construidos en Llucmajor para reformar parcialmente.  La vivienda tiene una superficie total de 148m2 y el patio trasero y cuarto anejo de sauna una superficie total de 172m 2 Se trata de una maravillosa vivienda de estilo mallorquín con garaje incluido y dos patios (uno de ellos dentro de la casa).  En la planta baja encontramos un gran salón con chimenea dos habitaciones, un baño completo, cocina con dos entradas y un gran patio exterior, con una zona de terraza cubierta y una zona a al aire libre mediante la cual se accede a una habitación al fondo de la vivienda donde encontramos una sauna con placa ducha aneja.  En la planta superior encontramos 3 amplísimas habitaciones, una de ellas con una gran terraza (nada mas acceder por las escaleras que dan acceso a esta planta) y otra con baño en suite, vestidor y balcón.  La otra habitación de esta planta tiene acceso directo también al balcón alargado que mira a la calle.  Algunas de las habitaciones tienen armarios empotrados.  La vivienda cuenta con calefacción acentr5al y aire acondicionado. Ventanas de climalit y cerramiento de aluminio  Se trata de una vivienda de 1970 de amplias dimensiones, extraordinariamente luminosa que ha sido recientemente pintada y que bien podría adquirirse para vivir, o como inversión tras una reforma parcial de alguna de sus estancias.  El gran jardín en la parte trasera de la vivienda es otro de los grandes atractivos del inmueble ya que cuenta con muchos metros tanto techados como al aire libre, con zona de barbacoa y con un espacio para el relax en la zona de sauna que la hacen diferente a cualquiera de las viviendas de los alrededores  Tener parking privado también es un plus en esta vivienda, que puede utilizarse como tal o como espacio para almacenaje.  Llucmajor es un pueblo tranquilo de interior que está a tan solo 10 min del aeropuerto y tiene acceso directo también a la ciudad de Palma que se encuentra a tan solo 15m en coche    PENSANDO EN VIVIR EN UNA VIVIENDA FAMILIAR DONDE NO FALTE EL ESPACIO Y HACER CON ELLA LA VIVIENDA DE TUS SUEÑOS? LLÁMANOS, ESTAREMOS ENCANTADOS DE ENSEÑARTELA!",871240176,Llucmajor Interior,472000,5
Islas Baleares,102379561,Piso,Piso,"Esta increíble casa está totalmente reformado en segunda línea con vistas al mar. Es una propiedad de tres dormitorios y dos baños con una gran terraza delantera y un patio interior. El patio interior tiene escaleras que conectan directamente a tu otra terraza - ático, con impresionantes vistas panorámicas de Cala Major. La casa también tiene aire acondicionado y armarios empotrados en cada habitación.  Si te gusta cocinar, disfrutarás de una cocina abierta totalmente nueva y equipada con mucha luz natural, gracias a las ventanas de cristal y a la orientación del edificio.  No tendrás problemas para encontrar aparcamiento, ya que la casa cuenta con dos plazas de aparcamiento privadas incluidas en el precio. El suelo de mármol y los acabados de alta gama es un sueño hecho realidad. El hecho de que tienes tantos espacios privados al aire libre en tu propia casa es increible. Puedes disfrutar de la terraza delantera y patio interior, ver el increíble amanecer y atardecer en tu azotea con una taza de café, copa de vino o mientras compartes una cena con amigos y familiares. Podrás descubrir increíbles restaurantes y cafeterías a poca distancia andando de tu casa y tocar la arena en uno de los rincones más mágicos a sólo unos metros caminando.  Y todo esto a sólo 10 minutos del centro de Palma. No dejes escapar esta oportunidad y ven a conocer tu nuevo hogar durante una visita privada.  Te esperamos.",951123725,barrio Cala Major,1277000,3
Islas Baleares,96185999,Finca rústica en Polígono 1,Casa Rural,"¡Bienvenido al paraíso rústico en Lloret de Vistalegre! Descubre la magia de esta finca excepcional, un oasis de tranquilidad en un terreno de 49,000 m2. Sumérgete en la elegancia de una casa de 900 m2 construida con pasión y dedicación, donde la belleza atemporal de la piedra se fusiona con la naturaleza que la rodea. Y equipada con un ascensor interno que conecta todas las estancias de la casa.  Características de ensueño: - 7 habitaciones espaciosas para crear tus propios refugios de confort. - 9 baños exquisitamente diseñados para un lujo inigualable. - 2 plantas llenas de encanto y carácter, conectadas por un ascensor que te llevará a nuevas alturas. - Distintas salas que facilitan el uso como gym. - Bodega íntima para deleitar tu paladar con los mejores sabores. - Despacho inspirador para trabajar rodeado de la serenidad del campo. - Vestidores que combinan funcionalidad y estilo. - Cocina gourmet con despensa y zona de coladuría, donde la tradición se encuentra con la modernidad. - Techos altos con vigas de madera a la vista y suelos de baldosa mallorquina que cuentan historias de generaciones pasadas. - Ventanas climalit que conectan el interior con el exterior, permitiendo que la luz natural bañe cada rincón. - Calefacción central para el máximo confort en todas las estaciones y ventiladores en techos de toda la vivienda los cuales crean un ambiente fresco y acogedor. - Chimeneas y estufas que crean ambientes acogedores en las noches frescas. - Paredes originales de piedra que susurran secretos de antaño.  Un mundo de posibilidades: - Dependencias independientes para animales, desde cuadras hasta un espacio adaptado para ellos. - Piscina para refrescarte en los días cálidos y relajarte en tu propio oasis. - Árboles frutales que te regalarán sabores de la tierra en cada temporada. - Huerto para cultivar tus propias delicias orgánicas. - Gran variedad de animales que te harán sentir en comunión con la naturaleza. - Ideal para una granja escuela donde los sueños se cultivan y la educación florece. - Hostal rural que ofrece hospitalidad y experiencias únicas en pleno contacto con la naturaleza. - Cohousing para compartir este paraíso con amigos y seres queridos. - Licencia de actividad agrícola e infraestructuras listas para dar vida a tus proyectos. Privacidad y autenticidad: - Finca totalmente cerrada con piedra que garantiza tu privacidad y seguridad. - Coto privado de caza para los amantes de la naturaleza y la aventura. - Pozo de vena propio que asegura el suministro de agua en todo momento. ¡Esta finca es más que una propiedad, es un estilo de vida en armonía con la naturaleza y tus sueños! Ven y experimenta la belleza y el potencial infinito de este rincón paradisíaco en Lloret de Vistalegre. Contáctanos para descubrir cómo puedes hacer realidad tu visión en este lugar único.  ¡Ven y haz tuyo este sueño rural en Mallorca!",871240641,Polígono 1,3800000,7
Islas Baleares,102215598,Casa independiente,Chalet,"Situada en un entorno rural, encontramos esta villa tradicional cerca de Santa Eulalia a dirreción San Carlos. La villa de estilo bungalow tiene un acogedor salón/comedor con chimenea y una cocina independiente totalmente equipada. Un pasillo conduce a los tres dormitorios dobles. El dormitorio principal dispone de vestidor y baño en suite. Los otros dos dormitorios comparten un gran cuarto de baño. En el exterior hay un jardín bien cuidado con una gran piscina y una terraza chill out. Además, hay un amplio lavadero con espacio de trabajo y acceso al garaje doble. También hay una terraza cubierta junto a la casa con varias zonas para sentarse y un comedor al aire libre con barbacoa. La propiedad está totalmente vallada y una puerta de entrada eléctrica proporciona seguridad y privacidad adicionales. También hay aparcamiento fuera de la carretera para dos coches más. La villa dispone de calefacción por suelo radiante parcial, calefacción eléctrica, armarios empotrados y aire acondicionado.  ¡Esta es una gran oportunidad para aquellos que buscan un hogar en Ibiza y quieren hacerlo suyo!",871240906,San Carlos,1350000,3
Islas Baleares,98743302,Chalet,Chalet,"Esta acogedora vivienda de tres dormitorios y dos baños se sitúa en la exclusiva comunidad privada de Roca Llisa. Se encuentra en primera línea de mar y cuenta con acceso directo a tan solo un minuto a pie.  En cuanto a su distribución, dispone de una cocina totalmente equipada, una zona de comedor, un amplio salón, tres dormitorios dobles y dos cuartos de baño. Desde dos de los dormitorios se puede disfrutar de las espectaculares vistas al mar. El tercer dormitorio tiene una acogedora y privada terraza cubierta.  En el exterior de la vivienda, encontramos una zona de porche con piscina privada, zonas de relax y comedor exterior donde poder relajarse y disfrutar de las espectaculares vistas que ofrece esta casa.  Póngase en contacto para más información.",871240174,barrio Roca Llisa,1475000,3
