Provincia,descrip,Precio,Habitaciones
Madrid,Chalet,950000,6
Madrid,Piso,1990000,5
Madrid,Piso,380000,2
Madrid,Chalet,1150000,6
Madrid,Chalet,975000,7
Madrid,Ático,1950000,5
Madrid,Piso,1050000,3
Madrid,Chalet,950000,6
Madrid,Ático,800000,2
Madrid,Ático,950000,3
Madrid,Ático,1200000,5
Madrid,Chalet,1350000,4
Madrid,Ático,1800000,7
Madrid,Piso,1350000,3
Madrid,Ático,995000,2
Madrid,Chalet,1700000,6
Madrid,Duplex,1150000,5
Madrid,Chalet,1900000,7
Madrid,Piso,1150000,4
Madrid,Chalet,1697000,7
Madrid,Chalet,1590000,4
Madrid,Piso,1350000,2
Madrid,Piso,699000,4
Madrid,Piso,1100000,2
Madrid,Piso,242000,3
Madrid,Duplex,750000,4
Madrid,Ático,2975000,4
Madrid,Chalet,1590000,6
Madrid,Piso,1850000,3
Madrid,Chalet,775000,5
Madrid,Chalet,3750000,7
Madrid,Chalet,885000,5
Madrid,Piso,1020000,5
Madrid,Piso,1760000,5
Madrid,Piso,270000,3
Madrid,Piso,2000000,5
Madrid,Chalet,530000,3
Madrid,Piso,540000,3
Madrid,Piso,1550000,4
Madrid,Chalet,835000,4
Madrid,Piso,430000,2
Madrid,Chalet,1500000,6
Madrid,Duplex,1125000,5
Madrid,Chalet,1260000,5
Madrid,Piso,650000,6
Madrid,Piso,1150000,3
Madrid,Piso,1840000,4
Madrid,Duplex,2450000,4
Madrid,Piso,4200000,4
Madrid,Piso,650000,6
Madrid,Piso,899000,3
Madrid,Ático,2980000,3
Madrid,Duplex,2600000,5
Madrid,Chalet,1095000,3
Madrid,Piso,1530000,3
Madrid,Ático,1170000,5
Madrid,Chalet,975000,7
Madrid,Chalet,1260000,5
Madrid,Chalet,1699000,4
Madrid,Piso,775000,3
Madrid,Piso,1650000,2
Madrid,Chalet,1995000,7
Madrid,Chalet,985000,3
Madrid,Chalet,1195000,5
Madrid,Piso,450000,2
Madrid,Piso,660000,5
Madrid,Chalet,2550000,5
Madrid,Piso,810000,4
Madrid,Piso,995000,4
Madrid,Piso,1700000,2
Madrid,Piso,620000,4
Madrid,Piso,1230000,5
Madrid,Piso,1440000,2
Madrid,Chalet,9500000,6
Madrid,Piso,235000,3
Madrid,Piso,790000,1
Madrid,Chalet,1800000,6
Madrid,Chalet,1690000,6
Madrid,Chalet,772000,6
Madrid,Piso,895000,4
Madrid,Piso,980000,3
Madrid,Chalet,3700000,7
Madrid,Chalet,1560000,8
Madrid,Chalet,3000000,4
Madrid,Chalet,5300000,6
Madrid,Chalet,2780000,7
Madrid,Piso,810000,4
Madrid,Piso,889000,4
Madrid,Chalet,2550000,5
Madrid,Piso,3700000,5
Madrid,Piso,610000,3
Madrid,Chalet,3500000,5
Madrid,Chalet,699000,6
Madrid,Chalet,1690000,6
Madrid,Piso,640000,3
Madrid,Chalet,4500000,6
Madrid,Chalet,1995000,7
Madrid,Chalet,6800000,8
Madrid,Chalet,3750000,7
Madrid,Chalet,630000,6
Madrid,Chalet,1240000,7
Madrid,Chalet,2700000,5
Madrid,Chalet,1990000,5
Madrid,Piso,1850000,4
Madrid,Piso,845000,5
Madrid,Piso,1300000,2
Madrid,Piso,775000,2
Madrid,Chalet,7000000,6
Madrid,Chalet,2480000,7
Madrid,Chalet,2480000,6
Madrid,Chalet,2780000,7
Madrid,Duplex,690000,5
Madrid,Chalet,830000,6
Madrid,Duplex,489900,4
Madrid,Piso,950000,3
Madrid,Piso,1750000,4
Madrid,Chalet,7950000,6
Madrid,Piso,990000,3
Madrid,Chalet,3300000,6
Madrid,Piso,750000,4
Madrid,Piso,900000,5
Madrid,Chalet,890000,4
Madrid,Duplex,250000,1
Madrid,Chalet,2500000,6
Madrid,Piso,285000,1
Madrid,Ático,720000,3
Madrid,Ático,720000,3
Madrid,Chalet,1030000,5
Madrid,Chalet,2500000,6
Madrid,Piso,268000,1
Madrid,Piso,710000,3
Madrid,Chalet,890000,4
Madrid,Piso,375000,1
Madrid,Piso,285000,1
Madrid,Chalet,3500000,4
Madrid,Piso,479000,2
Madrid,Piso,790000,1
Madrid,Ático,1680000,5
Madrid,Piso,1470000,3
Madrid,Chalet,1600000,7
Madrid,Piso,680000,2
Madrid,Chalet,1550000,3
Madrid,Piso,860000,4
Madrid,Duplex,899000,2
Madrid,Piso,1680000,4
Madrid,Piso,1396000,4
Madrid,Piso,1385000,2
Madrid,Chalet,792000,4
Madrid,Piso,1449000,3
Madrid,Chalet,3200000,7
Madrid,Piso,590000,4
Madrid,Piso,2636000,6
Madrid,Piso,940000,4
Madrid,Chalet,799000,4
Madrid,Chalet,1560000,6
Madrid,Chalet,1240000,9
Madrid,Chalet,999000,5
Madrid,Chalet,2500000,5
Madrid,Piso,2000000,4
Madrid,Chalet,510000,3
Madrid,Chalet,480000,4
Madrid,Piso,255000,2
Madrid,Piso,275000,3
Madrid,Chalet,1195000,7
Madrid,Piso,440000,3
Madrid,Piso,540000,3
Madrid,Chalet,1950000,5
Madrid,Chalet,510000,3
Madrid,Piso,255000,2
Madrid,Chalet,1195000,7
Madrid,Duplex,1329000,5
Madrid,Piso,890000,4
Madrid,Piso,459000,2
Madrid,Piso,275000,3
Madrid,Piso,440000,3
Madrid,Piso,580000,3
Madrid,Piso,365000,3
Madrid,Piso,1899000,3
Madrid,Ático,1160000,2
Madrid,Chalet,2500000,5
Madrid,Chalet,869900,5
Madrid,Chalet,1350000,4
Madrid,Duplex,1300000,4
Madrid,Chalet,1300000,5
Madrid,Piso,1975000,3
Madrid,Chalet,397500,5
Madrid,Piso,2300000,5
Madrid,Piso,890000,4
Madrid,Chalet,7950000,6
Madrid,Piso,545000,2
Madrid,Ático,590000,2
Madrid,Piso,475000,3
Madrid,Piso,1990000,4
Madrid,Piso,990000,3
Madrid,Piso,2600000,3
Madrid,Piso,824900,4
Madrid,Piso,262500,1
Madrid,Chalet,1550000,5
Madrid,Chalet,870000,6
Madrid,Chalet,1200000,6
Madrid,Chalet,3095000,8
Madrid,Chalet,2575000,8
Madrid,Piso,849000,2
Madrid,Chalet,1990000,6
Madrid,Piso,1290000,5
Madrid,Chalet,1200000,4
Madrid,Piso,385000,3
Madrid,Piso,849000,2
Madrid,Chalet,870000,6
Madrid,Chalet,1150000,5
Madrid,Chalet,1550000,5
Madrid,Piso,720000,4
Madrid,Chalet,1200000,6
Madrid,Chalet,1860000,5
Madrid,Piso,1290000,5
Madrid,Chalet,1990000,6
Madrid,Piso,3700000,5
Madrid,Chalet,930000,5
Madrid,Piso,760000,3
Madrid,Piso,998000,4
Madrid,Chalet,1350000,6
Madrid,Piso,285000,2
Madrid,Piso,700000,3
Madrid,Ático,850000,5
Madrid,Piso,1950000,2
Madrid,Piso,2600000,3
Madrid,Piso,8900000,5
Madrid,Piso,439900,3
Madrid,Piso,935000,4
Madrid,Piso,760000,4
Madrid,Piso,2550000,5
Madrid,Chalet,3500000,5
Madrid,Chalet,698000,3
Madrid,Chalet,760000,5
Madrid,Ático,999900,4
Madrid,Duplex,775000,4
Madrid,Chalet,2395000,6
Madrid,Chalet,1780000,6
Madrid,Chalet,620000,4
Madrid,Chalet,739900,5
Madrid,Chalet,1450000,8
Madrid,Piso,750000,3
Madrid,Chalet,1380000,6
Madrid,Piso,980000,3
Madrid,Chalet,1750000,8
Madrid,Ático,1680000,2
Madrid,Piso,790000,2
Madrid,Piso,780000,3
Madrid,Chalet,4400000,6
Madrid,Chalet,3900000,5
Madrid,Chalet,1290000,5
Madrid,Chalet,850000,5
Madrid,Chalet,579900,4
Madrid,Chalet,947900,4
Madrid,Duplex,2300000,4
Madrid,Ático,6950000,6
Madrid,Piso,2950000,3
Madrid,Piso,2390000,4
Madrid,Ático,590000,2
Madrid,Chalet,3750000,7
Madrid,Chalet,7900000,7
Madrid,Piso,950000,3
Madrid,Piso,1490000,3
Madrid,Piso,270000,2
Madrid,Chalet,850000,5
Madrid,Piso,1490000,4
Madrid,Piso,650000,2
Madrid,Piso,363000,1
Madrid,Chalet,3700000,7
Madrid,Chalet,1395000,5
Madrid,Piso,940000,3
Madrid,Chalet,1095000,3
Madrid,Piso,245000,1
Madrid,Piso,1350000,3
Madrid,Piso,619000,3
Madrid,Piso,950000,3
Madrid,Duplex,595000,3
Madrid,Piso,649000,3
Madrid,Piso,1650000,4
Madrid,Piso,750000,4
Madrid,Piso,895000,3
Madrid,Piso,740000,3
Madrid,Piso,1050000,5
Madrid,Piso,899000,2
Madrid,Chalet,1550000,7
Madrid,Ático,650000,2
Madrid,Piso,1300000,5
Madrid,Piso,650000,3
Madrid,Piso,1150000,3
Madrid,Piso,525000,2
Madrid,Piso,845000,5
Madrid,Ático,650000,2
Madrid,Piso,175000,3
Madrid,Piso,660000,3
Madrid,Piso,299000,3
Madrid,Piso,490000,3
Madrid,Piso,395000,1
Madrid,Piso,1350000,3
Madrid,Chalet,1100000,5
Madrid,Piso,249000,2
Madrid,Piso,695000,3
Madrid,Piso,279900,2
Madrid,Piso,354900,2
Madrid,Piso,242900,2
Madrid,Piso,281900,3
Madrid,Piso,1400000,4
Madrid,Chalet,895000,5
Madrid,Piso,2600000,3
Madrid,Piso,640000,2
Madrid,Chalet,1200000,6
Madrid,Ático,950000,5
Madrid,Piso,1290000,5
Madrid,Piso,975000,3
Madrid,Chalet,5800000,9
Madrid,Piso,420000,2
Madrid,Piso,759000,3
Madrid,Chalet,3095000,5
Madrid,Piso,750000,2
Madrid,Chalet,1950000,8
Madrid,Piso,1050000,5
Madrid,Piso,220000,2
Madrid,Piso,735000,3
Madrid,Ático,695000,2
Madrid,Piso,320000,1
Madrid,Piso,690000,3
Madrid,Piso,150000,1
Madrid,Piso,2000000,4
Madrid,Piso,320000,1
Madrid,Piso,750000,2
Madrid,Piso,150000,1
Madrid,Piso,530000,2
Madrid,Chalet,1950000,8
Madrid,Duplex,950000,5
Madrid,Piso,1260000,4
Madrid,Piso,162000,2
Madrid,Piso,590000,4
Madrid,Duplex,407000,4
Madrid,Piso,5850000,3
Madrid,Piso,990000,6
Madrid,Chalet,1050000,4
Madrid,Chalet,970000,4
Madrid,Ático,650000,2
Madrid,Chalet,850000,6
Madrid,Piso,605000,4
Madrid,Piso,450000,1
Madrid,Piso,730000,4
Madrid,Piso,385000,3
Madrid,Chalet,750000,7
Madrid,Chalet,2200000,7
Madrid,Chalet,995000,5
Madrid,Piso,149000,1
Madrid,Piso,185000,1
Madrid,Piso,520000,4
Madrid,Chalet,3200000,7
Madrid,Piso,150000,3
Madrid,Chalet,2900000,5
Madrid,Chalet,7950000,6
Madrid,Piso,1800000,3
Madrid,Chalet,1050000,5
Madrid,Piso,180000,2
Madrid,Piso,1850000,4
Madrid,Chalet,4000000,7
Madrid,Piso,640000,3
Madrid,Chalet,775000,5
Madrid,Ático,399000,1
Madrid,Piso,1050000,4
Madrid,Chalet,795000,2
Madrid,Piso,990000,3
Madrid,Piso,829000,3
Madrid,Chalet,3900000,6
Madrid,Chalet,1249000,4
Madrid,Piso,1050000,3
Madrid,Chalet,2380000,7
Madrid,Chalet,2250000,6
Madrid,Piso,829000,2
Madrid,Piso,1649000,3
Madrid,Piso,1100000,4
Madrid,Chalet,790000,5
Madrid,Piso,1125000,5
Madrid,Piso,828000,3
Madrid,Chalet,2500000,7
Madrid,Piso,560000,3
Madrid,Chalet,1795000,4
Madrid,Chalet,1650000,5
Madrid,Piso,1295000,3
Madrid,Chalet,880000,4
Madrid,Chalet,850000,5
Madrid,Chalet,1697000,7
Madrid,Piso,1750000,4
Madrid,Piso,595000,4
Madrid,Piso,1090000,4
Madrid,Duplex,950000,4
Madrid,Piso,990000,7
Madrid,Chalet,2550000,7
Madrid,Chalet,1050000,6
Madrid,Chalet,650000,4
Madrid,Piso,735000,4
Madrid,Duplex,265000,3
Madrid,Chalet,3250000,5
Madrid,Chalet,755000,4
Madrid,Chalet,895000,5
Madrid,Piso,1150000,4
Madrid,Piso,797500,4
Madrid,Chalet,1150000,6
Madrid,Piso,420000,3
Madrid,Chalet,930000,4
Madrid,Piso,575000,2
Madrid,Piso,420000,3
Madrid,Piso,1195000,5
Madrid,Chalet,930000,4
Madrid,Piso,550000,4
Madrid,Chalet,1150000,6
Madrid,Piso,1590000,3
Madrid,Ático,650000,4
Madrid,Piso,199000,2
Madrid,Piso,359000,3
Madrid,Chalet,1075000,6
Madrid,Piso,470000,2
Madrid,Piso,145290,3
Madrid,Piso,199990,4
Madrid,Chalet,459000,3
Madrid,Piso,650000,1
Madrid,Piso,550000,4
Madrid,Piso,445000,3
Madrid,Chalet,975000,5
Madrid,Piso,450000,3
Madrid,Ático,1700000,5
Madrid,Estudio,170000,0
Madrid,Piso,950000,3
Madrid,Piso,360000,3
Madrid,Piso,530000,2
Madrid,Piso,1085000,3
Madrid,Piso,2390000,4
Madrid,Duplex,1800000,5
Madrid,Piso,527000,2
Madrid,Piso,520000,4
Madrid,Piso,1150000,4
Madrid,Duplex,840000,4
Madrid,Piso,990000,3
Madrid,Piso,285000,1
Madrid,Chalet,1150000,8
Madrid,Chalet,695000,6
Madrid,Chalet,3990000,5
Madrid,Piso,895000,5
Madrid,Piso,1625000,3
Madrid,Ático,985000,3
Madrid,Piso,450000,1
Madrid,Piso,104000,1
Madrid,Chalet,2600000,6
Madrid,Piso,2150000,5
Madrid,Chalet,3200000,6
Madrid,Piso,255000,2
Madrid,Piso,795000,5
Madrid,Chalet,895000,5
Madrid,Chalet,2199900,5
Madrid,Piso,490000,3
Madrid,Piso,935000,5
Madrid,Ático,990000,4
Madrid,Piso,395000,3
Madrid,Piso,269900,3
Madrid,Piso,209900,3
Madrid,Piso,1400000,3
Madrid,Ático,2290000,4
Madrid,Piso,725000,5
Madrid,Piso,895000,3
Madrid,Piso,920000,5
Madrid,Piso,500000,3
Madrid,Piso,700000,2
Madrid,Piso,105000,3
Madrid,Ático,690000,1
Madrid,Piso,127500,3
Madrid,Piso,179500,3
Madrid,Chalet,549000,6
Madrid,Chalet,2500000,6
Madrid,Piso,737000,2
Madrid,Piso,780000,4
Madrid,Piso,1290000,3
Madrid,Piso,900000,3
Madrid,Piso,1500000,4
Madrid,Piso,425000,3
Madrid,Piso,2000000,3
Madrid,Piso,885000,1
Madrid,Piso,950000,5
Madrid,Ático,544000,2
Madrid,Piso,840000,4
Madrid,Ático,745000,4
Madrid,Piso,950000,5
Madrid,Piso,840000,4
Madrid,Duplex,780000,3
Madrid,Piso,545000,1
Madrid,Piso,695000,4
Madrid,Chalet,3100000,6
Madrid,Duplex,1600000,6
Madrid,Piso,1100000,4
Madrid,Piso,750000,2
Madrid,Chalet,1795000,4
Madrid,Chalet,3950000,7
Madrid,Chalet,1700000,6
Madrid,Piso,333000,4
Madrid,Chalet,2990000,7
Madrid,Chalet,2750000,7
Madrid,Chalet,3490000,6
Madrid,Piso,950000,3
Madrid,Piso,1290000,5
Madrid,Piso,980000,2
Madrid,Duplex,426000,2
Madrid,Piso,779900,3
Madrid,Piso,899900,4
Madrid,Piso,169500,2
Madrid,Piso,380000,2
Madrid,Chalet,3990000,5
Madrid,Piso,449900,3
Madrid,Chalet,629900,3
Madrid,Estudio,400000,0
Madrid,Piso,344900,1
Madrid,Piso,1390000,4
Madrid,Chalet,985000,3
Madrid,Piso,548000,2
Madrid,Piso,1300000,4
Madrid,Chalet,2975000,7
Madrid,Piso,1580000,4
Madrid,Piso,740000,4
Madrid,Chalet,650000,3
Madrid,Chalet,499000,4
Madrid,Piso,880000,4
Madrid,Piso,459000,2
Madrid,Piso,459000,2
Madrid,Piso,478000,2
Madrid,Piso,1495000,4
Madrid,Piso,359900,2
Madrid,Piso,219000,2
Madrid,Piso,488500,1
Madrid,Piso,629900,3
Madrid,Chalet,1420000,3
Madrid,Chalet,8200000,7
Madrid,Piso,835000,2
Madrid,Piso,1990000,5
Madrid,Chalet,1950000,6
Madrid,Chalet,1500000,6
Madrid,Piso,550000,2
Madrid,Chalet,890000,7
Madrid,Duplex,325000,2
Madrid,Piso,1390000,3
Madrid,Piso,310000,3
Madrid,Piso,720000,4
Madrid,Piso,1899000,3
Madrid,Piso,1850000,3
Madrid,Chalet,535000,7
Madrid,Ático,615000,3
Madrid,Chalet,1200000,11
Madrid,Chalet,3380000,6
Madrid,Piso,126000,2
Madrid,Piso,290000,2
Madrid,Piso,252000,4
Madrid,Chalet,1790000,6
Madrid,Piso,215000,2
Madrid,Chalet,4150000,5
Madrid,Chalet,1750000,5
Madrid,Chalet,1485000,7
Madrid,Piso,495000,2
Madrid,Chalet,2100000,6
Madrid,Chalet,3195000,6
Madrid,Piso,141500,3
Madrid,Chalet,1695000,5
Madrid,Chalet,995000,7
Madrid,Chalet,1480000,6
Madrid,Chalet,1200000,4
Madrid,Chalet,1300000,7
Madrid,Chalet,1800000,7
Madrid,Piso,310000,2
Madrid,Piso,575000,3
Madrid,Piso,1300000,3
Madrid,Piso,995000,3
Madrid,Chalet,1650000,4
Madrid,Chalet,4500000,4
Madrid,Ático,1975000,5
Madrid,Chalet,1300000,8
Madrid,Chalet,1125000,9
Madrid,Chalet,895000,4
Madrid,Piso,1545000,5
Madrid,Piso,1150000,4
Madrid,Piso,170000,3
Madrid,Piso,205000,2
Madrid,Piso,182000,3
Madrid,Piso,145000,3
Madrid,Piso,309000,3
Madrid,Piso,285000,2
Madrid,Piso,250000,1
Madrid,Piso,870000,4
Madrid,Piso,850000,3
Madrid,Piso,775000,3
Madrid,Piso,271900,2
Madrid,Piso,309000,3
Madrid,Piso,251900,3
Madrid,Piso,299900,3
Madrid,Piso,1580000,3
Madrid,Chalet,4000000,5
Madrid,Chalet,4000000,5
Madrid,Chalet,3500000,5
Madrid,Chalet,1250000,6
Madrid,Chalet,1250000,5
Madrid,Chalet,1125000,10
Madrid,Chalet,5800000,8
Madrid,Chalet,3490000,6
Madrid,Piso,234000,3
Madrid,Piso,174000,3
Madrid,Piso,174000,3
Madrid,Piso,1299000,4
Madrid,Piso,850000,3
Madrid,Piso,589000,2
Madrid,Piso,2100000,5
Madrid,Piso,705000,2
Madrid,Piso,970000,4
Madrid,Piso,1290000,3
Madrid,Piso,1100000,4
Madrid,Piso,1550000,4
Madrid,Ático,2450000,4
Madrid,Piso,1195000,5
Madrid,Piso,650000,1
Madrid,Duplex,620000,4
Madrid,Chalet,750000,5
Madrid,Chalet,630000,6
Madrid,Piso,2625000,4
Madrid,Chalet,1280000,4
Madrid,Piso,1200000,3
Madrid,Estudio,198500,0
Madrid,Piso,131000,2
Madrid,Piso,990000,3
Madrid,Piso,735000,4
Madrid,Piso,540000,2
Madrid,Piso,740000,3
Madrid,Chalet,698000,3
Madrid,Piso,1200000,4
Madrid,Piso,1145000,4
Madrid,Piso,1095000,4
Madrid,Piso,335000,4
Madrid,Piso,850000,5
Madrid,Piso,1140000,4
Madrid,Piso,269000,3
Madrid,Piso,349000,2
Madrid,Piso,899000,3
Madrid,Piso,595000,3
Madrid,Chalet,3900000,7
Madrid,Duplex,1450000,5
Madrid,Piso,139000,2
Madrid,Piso,1050000,4
Madrid,Piso,630000,2
Madrid,Chalet,1195000,7
Madrid,Chalet,850000,5
Madrid,Chalet,780000,5
Madrid,Chalet,780000,7
Madrid,Piso,790000,2
Madrid,Chalet,730000,5
Madrid,Chalet,745000,7
Madrid,Piso,355000,2
Madrid,Chalet,4400000,6
Madrid,Piso,455000,4
Madrid,Piso,234000,1
Madrid,Piso,260000,2
Madrid,Chalet,663000,5
Madrid,Estudio,267000,0
Madrid,Piso,199000,2
Madrid,Piso,685000,4
Madrid,Ático,1299000,4
Madrid,Chalet,1195000,7
Madrid,Chalet,470000,3
Madrid,Piso,133890,3
Madrid,Chalet,790000,4
Madrid,Piso,265000,1
Madrid,Ático,595000,1
Madrid,Piso,415000,2
Madrid,Chalet,450000,3
Madrid,Ático,455000,2
Madrid,Piso,410000,3
Madrid,Piso,444000,3
Madrid,Piso,510000,3
Madrid,Piso,579900,3
Madrid,Chalet,619900,5
Madrid,Piso,749000,4
Madrid,Piso,335000,1
Madrid,Chalet,954900,4
Madrid,Piso,1600000,4
Madrid,Chalet,935900,4
Madrid,Piso,2500000,6
Madrid,Piso,499000,2
Madrid,Piso,835000,2
Madrid,Piso,1150000,4
Madrid,Piso,835000,2
Madrid,Piso,480000,2
Madrid,Piso,1150000,4
Madrid,Piso,475000,4
Madrid,Piso,859000,3
Madrid,Piso,1200000,5
Madrid,Piso,390000,2
Madrid,Piso,1299000,5
Madrid,Piso,590000,2
Madrid,Piso,1450000,5
Madrid,Chalet,975000,7
Madrid,Piso,1350000,4
Madrid,Piso,357000,3
Madrid,Piso,380000,2
Madrid,Piso,510000,3
Madrid,Piso,690000,4
Madrid,Piso,578000,2
Madrid,Piso,500000,3
Madrid,Piso,435000,2
Madrid,Duplex,980000,4
Madrid,Piso,391000,2
Madrid,Chalet,662000,4
Madrid,Piso,390000,4
Madrid,Piso,447500,2
Madrid,Chalet,3500000,7
Madrid,Chalet,2975000,6
Madrid,Chalet,664000,4
Madrid,Chalet,694900,4
Madrid,Piso,630000,3
Madrid,Piso,4260000,7
Madrid,Piso,320000,2
Madrid,Duplex,980000,4
Madrid,Piso,137900,2
Madrid,Chalet,650000,4
Madrid,Piso,598000,3
Madrid,Piso,149000,1
Madrid,Piso,2700000,4
Madrid,Piso,265000,3
Madrid,Piso,350000,3
Madrid,Piso,800000,4
Madrid,Piso,825000,2
Madrid,Piso,725000,4
Madrid,Piso,395000,4
Madrid,Ático,248000,0
Madrid,Piso,149900,2
Madrid,Piso,133000,2
Madrid,Piso,679100,3
Madrid,Piso,442900,4
Madrid,Piso,657250,2
Madrid,Piso,579250,2
Madrid,Piso,1450000,5
Madrid,Piso,162000,2
Madrid,Piso,395000,3
Madrid,Duplex,1560000,4
Madrid,Piso,750000,3
Madrid,Chalet,1948000,6
Madrid,Piso,1125000,4
Madrid,Piso,399000,2
Madrid,Piso,515000,5
Madrid,Piso,870000,4
Madrid,Piso,448000,2
Madrid,Chalet,625000,4
Madrid,Piso,105000,2
Madrid,Chalet,1150000,6
Madrid,Duplex,244900,4
Madrid,Piso,820000,4
Madrid,Piso,530000,3
Madrid,Chalet,865000,6
Madrid,Piso,464000,2
Madrid,Ático,699000,3
Madrid,Chalet,1075000,6
Madrid,Chalet,1999000,6
Madrid,Piso,324900,2
Madrid,Chalet,2100000,6
Madrid,Piso,1650000,4
Madrid,Piso,589000,3
Madrid,Piso,159000,2
Madrid,Chalet,1860000,6
Madrid,Piso,695000,2
Madrid,Piso,1875000,2
Madrid,Chalet,2500000,5
Madrid,Chalet,1697000,7
Madrid,Chalet,890000,5
Madrid,Piso,950000,4
Madrid,Piso,990000,4
Madrid,Chalet,1950000,5
Madrid,Chalet,3195000,6
Madrid,Piso,1050000,4
Madrid,Chalet,3800000,10
Madrid,Chalet,1150000,4
Madrid,Chalet,9500000,6
Madrid,Chalet,3750000,6
Madrid,Chalet,1580000,5
Madrid,Duplex,850000,4
Madrid,Piso,630000,2
Madrid,Piso,1190000,4
Madrid,Piso,332000,2
Madrid,Duplex,620000,4
Madrid,Piso,780000,2
Madrid,Piso,5200000,4
Madrid,Piso,1450000,5
Madrid,Piso,575000,2
Madrid,Chalet,439000,3
Madrid,Piso,335000,2
Madrid,Piso,320000,2
Madrid,Chalet,3990000,6
Madrid,Chalet,3500000,8
Madrid,Piso,790000,3
Madrid,Piso,149900,3
Madrid,Chalet,850000,6
Madrid,Chalet,3750000,6
Madrid,Chalet,1890000,5
Madrid,Piso,970000,4
Madrid,Piso,990000,3
Madrid,Casa Rural,1000000,8
Madrid,Piso,133900,3
Madrid,Piso,2600000,3
Madrid,Duplex,1139771,7
Madrid,Piso,925000,3
Madrid,Piso,1400000,4
Madrid,Duplex,575000,2
Madrid,Piso,1150000,5
Madrid,Chalet,3400000,6
Madrid,Piso,2200000,4
Madrid,Ático,2000000,5
Madrid,Piso,950000,6
Madrid,Piso,315000,1
Madrid,Piso,2500000,8
Madrid,Duplex,1275000,3
Madrid,Piso,1550000,2
Madrid,Chalet,1200000,6
Madrid,Ático,840000,4
Madrid,Chalet,4500000,5
Madrid,Chalet,2600000,5
Madrid,Chalet,799500,4
Madrid,Piso,2690000,5
Madrid,Piso,900000,3
Madrid,Chalet,2160000,6
Madrid,Chalet,1489000,6
Madrid,Piso,156000,3
Madrid,Piso,550000,2
Madrid,Ático,1500000,5
Madrid,Piso,2300000,5
Madrid,Piso,1250000,2
Madrid,Piso,550000,3
Madrid,Piso,499000,3
Madrid,Piso,758000,4
Madrid,Piso,1250000,2
Madrid,Piso,1175000,5
Madrid,Chalet,2575000,9
Madrid,Chalet,2290000,6
Madrid,Ático,2450000,4
Madrid,Piso,1750000,3
Madrid,Piso,655000,6
Madrid,Piso,990000,2
Madrid,Piso,1180000,4
Madrid,Piso,580000,3
Madrid,Piso,995000,2
Madrid,Piso,950000,3
Madrid,Piso,445000,3
Madrid,Piso,495000,3
Madrid,Piso,240000,2
Madrid,Piso,155000,3
Madrid,Piso,375000,2
Madrid,Piso,275000,1
Madrid,Piso,330000,2
Madrid,Chalet,1095000,4
Madrid,Duplex,304000,3
Madrid,Piso,539000,2
Madrid,Piso,170000,3
Madrid,Piso,325000,2
Madrid,Piso,450000,2
Madrid,Chalet,3500000,8
Madrid,Duplex,1200000,5
Madrid,Piso,208000,3
Madrid,Piso,840000,2
Madrid,Piso,200000,1
Madrid,Piso,359900,3
Madrid,Chalet,3500000,6
Madrid,Piso,1150000,4
Madrid,Piso,798000,3
Madrid,Piso,340000,4
Madrid,Piso,750000,1
Madrid,Piso,1400000,3
Madrid,Piso,4542000,3
Madrid,Piso,795000,3
Madrid,Piso,259900,2
Madrid,Chalet,2200000,5
Madrid,Chalet,14000000,8
Madrid,Piso,1300000,3
Madrid,Piso,7900000,4
Madrid,Piso,334900,3
Madrid,Piso,1700000,5
Madrid,Ático,1200000,2
Madrid,Piso,289000,3
Madrid,Piso,350000,2
Madrid,Chalet,950000,4
Madrid,Piso,494900,4
Madrid,Chalet,2150000,4
Madrid,Chalet,2150000,4
Madrid,Piso,918000,3
Madrid,Piso,4750000,4
Madrid,Piso,789000,3
Madrid,Piso,1052000,3
Madrid,Piso,799000,3
Madrid,Piso,925000,4
Madrid,Piso,879000,2
Madrid,Piso,1330000,2
Madrid,Piso,450000,2
Madrid,Chalet,1500000,5
Madrid,Piso,1150000,3
Madrid,Piso,1130000,3
Madrid,Duplex,384000,2
Madrid,Piso,619000,3
Madrid,Piso,760000,4
Madrid,Piso,535000,3
Madrid,Piso,535000,3
Madrid,Piso,425000,2
Madrid,Piso,330000,3
Madrid,Piso,345000,1
Madrid,Piso,560000,4
Madrid,Piso,410000,2
Madrid,Piso,295000,2
Madrid,Piso,770000,3
Madrid,Piso,990000,3
Madrid,Piso,395000,1
Madrid,Duplex,985000,3
Madrid,Chalet,3750000,5
Madrid,Chalet,1825000,5
Madrid,Piso,780000,5
Madrid,Piso,349000,3
Madrid,Piso,570000,3
Madrid,Piso,890000,3
Madrid,Piso,224900,2
Madrid,Piso,899000,3
Madrid,Piso,228000,2
Madrid,Piso,1795000,4
Madrid,Chalet,1550000,6
Madrid,Piso,950000,3
Madrid,Chalet,1590000,5
Madrid,Piso,165000,3
Madrid,Piso,174000,3
Madrid,Piso,890000,3
Madrid,Piso,149900,3
Madrid,Chalet,2800000,6
Madrid,Piso,1499000,3
Madrid,Piso,132000,1
Madrid,Piso,1300000,2
Madrid,Piso,1690000,3
Madrid,Piso,310000,3
Madrid,Piso,859000,3
Madrid,Piso,225000,3
Madrid,Piso,224900,2
Madrid,Piso,274000,4
Madrid,Piso,135000,3
Madrid,Piso,1795000,4
Madrid,Chalet,1550000,6
Madrid,Piso,899000,3
Madrid,Piso,165000,2
